serial,lat,lon,geometry,시리얼,초미세먼지(㎍/㎥),미세먼지(㎍/㎥),기온(℃),상대습도( %),풍향(°),풍속(m/s),초미세먼지 보정(㎍/㎥),미세먼지 보정(㎍/㎥),전송시간
V02Q1940045,37.48958795,126.8764395,POINT (126.8764395 37.48958795),V02Q1940045,24.679310344827588,30.66551724137931,15.538275862068948,44.97931034482759,,,25.920689655172414,49.05172413793103,202104363400.68967
V02Q1940043,37.49002864,126.88355370000001,POINT (126.8835537 37.49002864),V02Q1940043,44.47232472324723,66.35055350553506,16.21476014760148,42.49077490774908,,,37.420664206642066,81.17712177121771,202104387095.94095
V02Q1940052,37.48718079,126.8896263,POINT (126.8896263 37.48718079),V02Q1940052,33.847133757961785,62.703821656050955,16.38407643312102,42.22292993630573,,,31.62420382165605,77.21337579617834,202104366363.0573
V02Q1940044,37.49183115,126.8891554,POINT (126.8891554 37.49183115),V02Q1940044,24.424242424242426,29.276094276094277,15.964646464646458,43.377104377104374,,,26.282828282828284,46.73063973063973,202104372355.89224
V02Q1940055,37.50111379,126.89239669999999,POINT (126.8923967 37.50111379),V02Q1940055,40.686832740213525,59.00355871886121,15.160142348754455,44.7153024911032,,,35.98220640569395,73.27402135231317,202104391006.4057
V02Q1940083,37.49137096,126.86077970000001,POINT (126.8607797 37.49137096),V02Q1940083,35.932203389830505,45.813559322033896,15.30169491525424,45.41694915254237,,,32.42033898305085,65.07796610169491,202104358372.88135
V02Q1940073,37.49382607,126.88407679999999,POINT (126.8840768 37.49382607),V02Q1940073,34.51768488745981,42.88745980707395,15.340192926045017,45.565916398713824,,,32.71061093247589,60.51768488745981,202104375063.02252
V02Q1940070,37.48683268,126.82371210000001,POINT (126.8237121 37.48683268),V02Q1940070,28.28102189781022,38.89051094890511,14.371167883211672,49.051094890510946,,,31.697080291970803,57.27372262773723,202104389532.1168
V02Q1940136,37.48946749,126.8848394,POINT (126.8848394 37.48946749),V02Q1940136,38.52922077922078,47.08766233766234,16.129220779220777,42.633116883116884,,,34.685064935064936,64.16883116883118,202104357600.0
V02Q1940862,37.48887854,126.88511570000001,POINT (126.8851157 37.48887854),V02Q1940862,39.205298013245034,45.728476821192054,15.888410596026505,44.205298013245034,,,34.49337748344371,65.18543046357615,202104375696.68875
V02Q1940858,37.48821616,126.8851381,POINT (126.8851381 37.48821616),V02Q1940858,43.203947368421055,61.29934210526316,16.109868421052642,43.4046052631579,,,36.49342105263158,77.33881578947368,202104366042.4342
V02Q1940140,37.50248471,126.8510405,POINT (126.8510405 37.50248471),V02Q1940140,33.7972972972973,42.777027027027025,15.412162162162174,44.63513513513514,,,30.0777027027027,61.608108108108105,202104360263.51352
V02Q1940515,37.50174862,126.85076969999999,POINT (126.8507697 37.50174862),V02Q1940515,38.696113074204945,51.21554770318021,15.432862190812724,44.042402826855124,,,32.314487632508836,68.26501766784452,202104369533.5689
V02Q1940057,37.50526429,126.8451274,POINT (126.8451274 37.50526429),V02Q1940057,28.70774647887324,35.48943661971831,15.058098591549301,46.070422535211264,,,27.278169014084508,53.848591549295776,202104371321.47888
V02Q1940061,37.50527996,126.87462169999999,POINT (126.8746217 37.50527996),V02Q1940061,44.41608391608391,74.42657342657343,15.100699300699295,45.35314685314685,,,35.48951048951049,81.95454545454545,202104376180.06992
V02Q1940090,37.49167186,126.8231311,POINT (126.8231311 37.49167186),V02Q1940090,32.99285714285714,42.76428571428571,14.633571428571427,46.82142857142857,,,33.160714285714285,62.59285714285714,202104387227.14285
V02Q1940751,37.4984887,126.88950249999999,POINT (126.8895025 37.4984887),V02Q1940751,35.901754385964914,44.65964912280702,16.275087719298263,42.53333333333333,,,33.98245614035088,62.27017543859649,202104397248.0702
V02Q1940084,37.57837517,127.0624354,POINT (127.0624354 37.57837517),V02Q1940084,37.771126760563384,57.53521126760563,15.430633802816896,42.86619718309859,,,28.18661971830986,69.83450704225352,202104362842.95773
V02Q1940118,37.58238909,127.0314924,POINT (127.0314924 37.58238909),V02Q1940118,43.02405498281787,57.84192439862543,16.281443298969073,40.63573883161512,,,30.367697594501717,71.7147766323024,202104358573.53952
V02Q1940122,37.58571599,127.04791170000001,POINT (127.0479117 37.58571599),V02Q1940122,45.05723905723906,66.0,16.360269360269353,40.4006734006734,,,31.848484848484848,76.45791245791246,202104361809.4276
V02Q1940089,37.59192024,127.0546253,POINT (127.0546253 37.59192024),V02Q1940089,41.59440559440559,66.82517482517483,15.50839160839161,43.69580419580419,,,30.96153846153846,77.43006993006993,202104382283.56644
V02Q1940099,37.5905138,127.05693020000001,POINT (127.0569302 37.5905138),V02Q1940099,17.781395348837208,18.553488372093025,14.789302325581394,40.16744186046512,,,17.106976744186046,23.851162790697675,202104098356.74417
V02Q1940109,37.59078005,127.06711229999999,POINT (127.0671123 37.59078005),V02Q1940109,42.38,65.14,15.231333333333348,44.873333333333335,,,29.976666666666667,74.8,202104377186.66666
V02Q1940049,37.57668991,127.03627730000001,POINT (127.0362773 37.57668991),V02Q1940049,33.816901408450704,45.44718309859155,15.904225352112677,42.13028169014085,,,25.549295774647888,61.96830985915493,202104405836.97183
V02Q1940115,37.59804281,127.06555729999998,POINT (127.0655573 37.59804281),V02Q1940115,37.09803921568628,51.6078431372549,15.766993464052288,42.52287581699346,,,28.607843137254903,66.49346405228758,202104360271.24182
V02Q1940108,37.60344403,127.06553159999999,POINT (127.0655316 37.60344403),V02Q1940108,36.73051948051948,50.0974025974026,15.77077922077922,43.22402597402598,,,28.555194805194805,66.01623376623377,202104356451.94806
V02Q1940085,37.56833563,127.0658885,POINT (127.0658885 37.56833563),V02Q1940085,38.96,52.38909090909091,16.652,39.10545454545454,,,29.956363636363637,68.79636363636364,202104379444.0
V02Q1940106,37.57758084,127.0471936,POINT (127.0471936 37.57758084),V02Q1940106,37.258278145695364,52.72516556291391,16.288741721854294,41.40728476821192,,,28.59271523178808,68.21523178807946,202104352236.75497
V02Q1940081,37.57132426,127.0510025,POINT (127.0510025 37.57132426),V02Q1940081,44.41608391608391,63.34615384615385,15.838111888111893,41.03496503496503,,,31.44055944055944,74.95104895104895,202104364772.37762
V02Q1940092,37.57114055,127.0645218,POINT (127.0645218 37.57114055),V02Q1940092,41.91818181818182,61.50606060606061,15.1569696969697,45.157575757575756,,,29.663636363636364,71.03333333333333,202104358451.51514
V02Q1940119,37.57014257,127.072957,POINT (127.072957 37.57014257),V02Q1940119,42.83617747440273,61.37201365187713,16.380546075085334,40.737201365187715,,,31.18088737201365,73.28668941979522,202104369596.58704
V02Q1940120,37.57946643,127.07244640000002,POINT (127.0724464 37.57946643),V02Q1940120,45.487632508833926,69.70318021201413,15.992226148409886,41.042402826855124,,,30.169611307420496,76.74911660777386,202104373169.25797
V02Q1940097,37.58522784,127.0655327,POINT (127.0655327 37.58522784),V02Q1940097,48.3421052631579,94.13815789473684,14.789473684210517,47.41447368421053,,,31.467105263157894,88.8092105263158,202104366314.80264
V02Q1940058,37.57977525,127.06202520000001,POINT (127.0620252 37.57977525),V02Q1940058,45.73309608540925,61.505338078291814,15.481850533807828,44.03202846975089,,,32.5729537366548,75.05338078291815,202104374794.30606
V02Q1940101,37.57335724,127.0325399,POINT (127.0325399 37.57335724),V02Q1940101,38.244897959183675,54.105442176870746,15.95544217687075,40.90136054421769,,,27.31972789115646,67.87074829931973,202104364570.7483
V02Q1940088,37.56782032,127.05253470000001,POINT (127.0525347 37.56782032),V02Q1940088,35.20890410958904,48.90068493150685,15.674315068493152,42.03082191780822,,,26.94178082191781,63.976027397260275,202104369908.9041
V02Q1940096,37.56298757,127.0595872,POINT (127.0595872 37.56298757),V02Q1940096,40.241721854304636,53.996688741721854,15.283112582781447,43.19867549668874,,,29.132450331125828,67.63576158940397,202104365557.28476
V02Q1940116,37.57554443,127.02387399999999,POINT (127.023874 37.57554443),V02Q1940116,31.70873786407767,50.75728155339806,15.888349514563112,42.19741100323625,,,19.433656957928804,59.64724919093851,202104355366.9903
V02Q1940785,37.57614571,127.0288362,POINT (127.0288362 37.57614571),V02Q1940785,17.417218543046356,44.73841059602649,15.760927152317878,41.9635761589404,,,17.443708609271525,60.63907284768212,202104354264.90067
V02Q1940114,37.56929679,126.8427325,POINT (126.8427325 37.56929679),V02Q1940114,32.71111111111111,39.89523809523809,15.720634920634918,45.39365079365079,,,28.082539682539682,57.768253968253966,202104356789.84128
V02Q1940066,37.56721931,126.8475165,POINT (126.8475165 37.56721931),V02Q1940066,36.29390681003584,44.3584229390681,15.151971326164873,46.30465949820788,,,30.308243727598565,63.12544802867384,202104384134.05017
V02Q1940130,37.56124878,126.85966429999999,POINT (126.8596643 37.56124878),V02Q1940130,38.98,50.39666666666667,15.413333333333327,46.45333333333333,,,31.64666666666667,66.70333333333333,202104361769.0
V02Q1940163,37.55938828,126.80985559999999,POINT (126.8098556 37.55938828),V02Q1940163,35.65562913907285,43.913907284768214,15.333443708609273,46.64238410596027,,,30.420529801324502,62.413907284768214,202104362343.70862
V02Q1940104,37.55515562,126.858558,POINT (126.858558 37.55515562),V02Q1940104,42.90721649484536,60.01030927835052,15.652577319587625,42.74226804123711,,,33.61512027491409,74.70790378006873,202104356010.30927
V02Q1940180,37.53803771,126.86283359999999,POINT (126.8628336 37.53803771),V02Q1940180,33.75483870967742,59.79354838709678,14.663225806451612,48.458064516129035,,,28.66774193548387,70.68064516129033,202104360139.03226
V02Q1940166,37.55785223,126.84901799999999,POINT (126.849018 37.55785223),V02Q1940166,38.70063694267516,54.652866242038215,15.258598726114647,46.77388535031847,,,30.493630573248407,66.85031847133757,202104351785.6688
V02Q1940124,37.55338226,126.83257579999999,POINT (126.8325758 37.55338226),V02Q1940124,32.67763157894737,43.536184210526315,15.359868421052655,45.9046052631579,,,28.6875,61.4375,202104350806.9079
V02Q1940105,37.57287575,126.8151904,POINT (126.8151904 37.57287575),V02Q1940105,35.43944636678201,47.49480968858131,15.356747404844292,46.29065743944636,,,29.32179930795848,63.98615916955017,202104358962.97577
V02Q1940125,37.56267922,126.80862450000001,POINT (126.8086245 37.56267922),V02Q1940125,30.491349480968857,37.089965397923876,16.063667820069202,46.83737024221453,,,28.20069204152249,56.688581314878896,202104363681.6609
V02Q1940126,37.57836214,126.8159088,POINT (126.8159088 37.57836214),V02Q1940126,56.562913907284766,87.39403973509934,15.92880794701986,43.83112582781457,,,37.602649006622514,89.98013245033113,202104350592.71524
V02Q1940069,37.54980487,126.87022520000001,POINT (126.8702252 37.54980487),V02Q1940069,34.996309963099634,42.413284132841326,15.327675276752759,44.86346863468635,,,29.785977859778598,60.92619926199262,202104398723.98523
V02Q1940062,37.54882399,126.8434758,POINT (126.8434758 37.54882399),V02Q1940062,15.598513011152416,19.345724907063197,15.087360594795543,46.11524163568773,,,19.107806691449813,27.680297397769518,202104391415.24164
V02Q1940179,37.54386703,126.8476199,POINT (126.8476199 37.54386703),V02Q1940179,21.26206896551724,23.44137931034483,15.598965517241382,45.251724137931035,,,23.713793103448275,36.57586206896552,202104381809.65518
V02Q1940162,37.53059931,126.8405692,POINT (126.8405692 37.53059931),V02Q1940162,32.71147540983606,48.059016393442626,16.16065573770493,43.12131147540983,,,23.288524590163934,59.118032786885244,202104358413.44263
V02Q1940182,37.53237894,126.8553371,POINT (126.8553371 37.53237894),V02Q1940182,34.535055350553506,54.91143911439114,15.971586715867149,44.56088560885609,,,29.881918819188193,71.57933579335793,202104402549.07748
V02Q1940167,37.54481973,126.83584350000001,POINT (126.8358435 37.54481973),V02Q1940167,47.754901960784316,70.98039215686275,15.815686274509796,44.93464052287582,,,36.69934640522876,79.94771241830065,202104353839.8693
V02Q1940173,37.53400973,126.8610668,POINT (126.8610668 37.53400973),V02Q1940173,38.71301775147929,51.05029585798817,15.507396449704137,45.96153846153846,,,30.20414201183432,64.27514792899409,202104357108.87573
V02Q1940187,37.55295757,126.85136000000001,POINT (126.85136 37.55295757),V02Q1940187,40.59933774834437,50.53973509933775,15.507284768211923,44.14238410596027,,,33.158940397350996,68.41059602649007,202104369414.90067
V02Q1940193,37.5311064,126.8499429,POINT (126.8499429 37.5311064),V02Q1940193,29.42165242165242,37.0,15.18005698005699,46.86039886039886,,,26.15099715099715,52.914529914529915,202104346972.64957
V02Q1940113,37.55450397,126.8741754,POINT (126.8741754 37.55450397),V02Q1940113,4.937685459940653,5.213649851632048,15.339762611275967,47.05044510385757,,,7.252225519287834,8.317507418397627,202104353411.5727
V02Q1940078,37.54254621,126.8403227,POINT (126.8403227 37.54254621),V02Q1940078,49.693950177935946,72.20640569395017,15.564056939501786,43.93594306049822,,,37.31672597864769,82.1814946619217,202104382437.36655
V02Q1940189,37.54175046,126.85159170000001,POINT (126.8515917 37.54175046),V02Q1940189,32.37785016286645,51.63517915309446,14.669055374592835,48.612377850162865,,,23.10097719869707,60.46254071661238,202104360926.71008
V02Q1940346,37.53438349,126.8379965,POINT (126.8379965 37.53438349),V02Q1940346,40.38699690402477,52.65015479876161,15.168421052631581,46.95046439628483,,,32.139318885448915,66.15789473684211,202104370057.89474
V02Q1940853,37.53521949,126.83985359999998,POINT (126.8398536 37.53521949),V02Q1940853,42.758278145695364,57.18543046357616,15.278807947019864,47.086092715231786,,,34.943708609271525,72.86754966887418,202104378842.05298
V02Q1940093,37.57784085,126.81889199999999,POINT (126.818892 37.57784085),V02Q1940093,27.975232198142415,36.1640866873065,14.669349845201229,49.253869969040245,,,25.229102167182663,52.5077399380805,202104361363.1579
V02Q1940103,37.57904271,126.81849220000001,POINT (126.8184922 37.57904271),V02Q1940103,29.578231292517007,37.3843537414966,14.485714285714286,50.27210884353742,,,26.775510204081634,54.22108843537415,202104361265.64627
V02Q1940181,37.52757708,126.84308200000001,POINT (126.843082 37.52757708),V02Q1940181,30.483333333333334,36.093333333333334,15.179333333333329,45.75666666666667,,,27.096666666666668,53.60666666666667,202104363140.33334
V02Q1940072,37.55183644,126.8458607,POINT (126.8458607 37.55183644),V02Q1940072,28.40251572327044,48.540880503144656,15.267610062893075,48.685534591194966,,,26.968553459119498,63.795597484276726,202104369564.46542
V02Q1940824,37.58481256,126.8215868,POINT (126.8215868 37.58481256),V02Q1940824,24.695970695970697,28.516483516483518,13.060913705583758,51.18274111675127,228.278021978022,1.7952380952380957,24.94871794871795,45.45787545787546,202104393446.52014
V02Q1940782,37.54467828,126.83510420000002,POINT (126.8351042 37.54467828),V02Q1940782,83.69026548672566,150.10619469026548,17.187610619469027,50.123893805309734,,,60.94690265486726,166.53097345132744,202104811637.16815
V02Q1940171,37.52413002,126.89860490000001,POINT (126.8986049 37.52413002),V02Q1940171,46.438311688311686,70.87337662337663,15.157467532467539,45.93181818181818,,,31.47077922077922,75.42857142857143,202104367025.0
V02Q1940127,37.53620112,126.9012217,POINT (126.9012217 37.53620112),V02Q1940127,50.12543554006969,70.9581881533101,16.216724738675964,42.52613240418118,,,33.818815331010455,79.20905923344948,202104369596.16724
V02Q1940169,37.4965129,126.90668600000001,POINT (126.906686 37.4965129),V02Q1940169,40.750809061488674,57.15857605177994,15.575404530744335,44.653721682847895,,,34.48543689320388,72.79611650485437,202104345078.96442
V02Q1940077,37.49095208,126.89656059999999,POINT (126.8965606 37.49095208),V02Q1940077,34.91034482758621,43.03448275862069,15.748965517241386,43.5,,,33.05862068965517,63.86551724137931,202104368815.51724
V02Q1940121,37.49694974,126.89771709999998,POINT (126.8977171 37.49694974),V02Q1940121,43.93311036789298,67.66220735785953,15.555852842809351,43.558528428093645,,,36.96989966555184,79.66889632107024,202104356291.30435
V02Q1940185,37.50965994,126.89617240000001,POINT (126.8961724 37.50965994),V02Q1940185,35.42567567567568,45.69932432432432,15.770945945945945,42.979729729729726,,,28.658783783783782,61.59121621621622,202104368207.77026
V02Q1940168,37.51493903,126.8969879,POINT (126.8969879 37.51493903),V02Q1940168,43.65573770491803,60.47540983606557,15.56098360655738,45.226229508196724,,,32.3016393442623,72.36065573770492,202104348643.93442
V02Q1940196,37.50989238,126.9205341,POINT (126.9205341 37.50989238),V02Q1940196,29.812101910828027,38.72611464968153,15.335031847133772,45.62101910828026,,,25.54140127388535,56.24203821656051,202104359208.59872
V02Q1940197,37.50705874,126.90709170000001,POINT (126.9070917 37.50705874),V02Q1940197,38.80130293159609,53.244299674267104,15.462214983713354,44.11726384364821,,,31.224755700325733,68.06840390879479,202104371221.49838
V02Q1940186,37.50914671,126.9109582,POINT (126.9109582 37.50914671),V02Q1940186,40.1875,53.5296052631579,15.702302631578945,42.58552631578947,,,31.286184210526315,68.51644736842105,202104359472.03946
V02Q1940188,37.50213873,126.9051679,POINT (126.9051679 37.50213873),V02Q1940188,41.37873754152824,53.52823920265781,16.044518272425243,42.12956810631229,,,34.475083056478404,69.66777408637874,202104362453.8206
V02Q1940198,37.50001275,126.91080749999999,POINT (126.9108075 37.50001275),V02Q1940198,31.364516129032257,65.47096774193548,15.293870967741954,44.1258064516129,,,29.20967741935484,74.01290322580645,202104356839.35483
V02Q1940176,37.50618001,126.92143829999999,POINT (126.9214383 37.50618001),V02Q1940176,42.853035143769965,68.23003194888179,15.287539936102236,45.677316293929714,,,32.39936102236422,74.91693290734824,202104367357.1885
V02Q1940174,37.52416526,126.8870815,POINT (126.8870815 37.52416526),V02Q1940174,36.23823529411764,43.5,15.274411764705878,45.758823529411764,,,28.08823529411765,57.63823529411765,202104343686.47058
V02Q1940133,37.53685591,126.8948496,POINT (126.8948496 37.53685591),V02Q1940133,36.52463768115942,50.98840579710145,15.5655072463768,44.66376811594203,,,27.736231884057972,62.77101449275362,202104340922.31885
V02Q1940110,37.51829065,126.93296529999999,POINT (126.9329653 37.51829065),V02Q1940110,38.184300341296925,49.399317406143346,15.215358361774745,45.406143344709896,,,29.696245733788395,65.2901023890785,202104372976.10922
V02Q1940199,37.52030939,126.91044140000001,POINT (126.9104414 37.52030939),V02Q1940199,33.773648648648646,47.388513513513516,15.548648648648644,44.141891891891895,,,26.949324324324323,62.7804054054054,202104373567.56757
V02Q1940184,37.51419781,126.909457,POINT (126.909457 37.51419781),V02Q1940184,38.521594684385384,53.69767441860465,16.043853820598002,42.0265780730897,,,29.588039867109636,68.86046511627907,202104354155.81396
V02Q1940074,37.52031382,126.8969952,POINT (126.8969952 37.52031382),V02Q1940074,45.42192691029901,69.578073089701,15.813953488372087,43.47176079734219,,,31.461794019933556,76.95681063122923,202104372634.21927
V02Q1940221,37.51891213,126.9077054,POINT (126.9077054 37.51891213),V02Q1940221,40.420529801324506,52.87748344370861,15.767880794701995,42.88079470198676,,,30.192052980132452,68.89403973509934,202104369733.77484
V02Q1940223,37.51804607,126.893018,POINT (126.893018 37.51804607),V02Q1940223,36.082191780821915,43.91438356164384,15.474315068493151,44.96917808219178,,,28.575342465753426,60.602739726027394,202104369206.50684
V02Q1940244,37.53272746,126.89333219999999,POINT (126.8933322 37.53272746),V02Q1940244,39.484276729559745,48.503144654088054,15.333962264150948,44.9622641509434,,,29.30188679245283,62.4685534591195,202104373089.30817
V02Q1940217,37.51352713,126.92591709999999,POINT (126.9259171 37.51352713),V02Q1940217,42.38461538461539,57.23931623931624,15.696866096866108,44.407407407407405,,,31.484330484330485,68.28490028490029,202104361815.66953
V02Q1940256,37.54368812,126.8877377,POINT (126.8877377 37.54368812),V02Q1940256,39.20882352941177,53.029411764705884,15.765294117647064,46.26470588235294,,,29.311764705882354,65.41764705882353,202104345473.82352
V02Q1940219,37.51165157,126.89572949999999,POINT (126.8957295 37.51165157),V02Q1940219,46.67088607594937,69.50949367088607,16.199367088607584,42.99367088607595,,,33.79746835443038,77.30379746835443,202104357919.62024
V02Q1940251,37.52266609,126.8829153,POINT (126.8829153 37.52266609),V02Q1940251,31.911392405063292,41.84177215189873,15.837341772151891,43.54746835443038,,,26.063291139240505,57.71835443037975,202104351589.8734
V02Q1940170,37.52173841,126.89668329999999,POINT (126.8966833 37.52173841),V02Q1940170,40.76129032258064,51.66129032258065,16.3441935483871,43.44838709677419,,,30.093548387096774,65.46129032258065,202104353419.03226
V02Q1940222,37.51828647,126.9105648,POINT (126.9105648 37.51828647),V02Q1940222,26.466216216216218,34.37162162162162,15.420945945945947,43.25,,,23.70945945945946,52.804054054054056,202104375458.78378
V02Q1940878,37.52441417,126.93701340000001,POINT (126.9370134 37.52441417),V02Q1940878,32.936454849498325,40.1438127090301,15.409030100334446,44.94314381270903,215.2354515050167,1.1528428093645469,26.96989966555184,56.24414715719063,202104363135.78595
V02Q1940836,37.52600465,126.91335320000002,POINT (126.9133532 37.52600465),V02Q1940836,20.076923076923077,20.2,14.385128205128208,44.17948717948718,236.1928205128205,0.8179487179487173,19.38974358974359,25.682051282051283,202104088355.3846
V02Q1940829,37.537271352,126.904317333,POINT (126.904317333 37.537271352),V02Q1940829,65.8952380952381,88.29523809523809,14.657094594594588,48.570945945945944,122.8125,0.6499999999999999,43.476190476190474,121.51428571428572,202104383679.72974
V02Q1940850,37.52497813,126.8974438,POINT (126.8974438 37.52497813),V02Q1940850,42.81619937694704,69.398753894081,15.46168224299066,45.545171339563865,,,29.0,72.21183800623054,202104368209.3458
V02Q1940059,37.48952988,127.07534629999999,POINT (127.0753463 37.48952988),V02Q1940059,27.75627240143369,59.35125448028674,15.253763440860219,42.75268817204301,,,26.336917562724015,71.29749103942652,202104384153.0466
V02Q1940293,37.47640069,127.04848929999999,POINT (127.0484893 37.47640069),V02Q1940293,35.13846153846154,46.01538461538462,16.24861538461538,41.01538461538462,,,31.68,62.027692307692305,202104332820.92307
V02Q1940060,37.48339724,127.08623390000001,POINT (127.0862339 37.48339724),V02Q1940060,34.618705035971225,52.57913669064748,14.880935251798567,44.830935251798564,,,28.56115107913669,67.02158273381295,202104378945.68344
V02Q1940079,37.49410245,127.08220940000001,POINT (127.0822094 37.49410245),V02Q1940079,87.13333333333334,153.14285714285714,16.0357894736842,41.49473684210526,,,57.84761904761905,168.98095238095237,202104372554.73685
V02Q1940129,37.49765571,127.0743987,POINT (127.0743987 37.49765571),V02Q1940129,31.06291390728477,60.84437086092715,15.055298013245032,45.63245033112583,,,21.725165562913908,64.48013245033113,202104372076.15894
V02Q1940123,37.49489912,127.06184270000001,POINT (127.0618427 37.49489912),V02Q1940123,43.0,62.72937293729373,16.126402640264033,42.29042904290429,,,34.135313531353134,74.33993399339934,202104352348.84488
V02Q1940246,37.49937086,127.0727253,POINT (127.0727253 37.49937086),V02Q1940246,39.69620253164557,50.5253164556962,14.653481012658228,46.19303797468354,,,31.85759493670886,65.68354430379746,202104362197.1519
V02Q1940094,37.46682943,127.1088929,POINT (127.1088929 37.46682943),V02Q1940094,52.613207547169814,88.31761006289308,14.481446540880498,48.9685534591195,,,35.106918238993714,89.94025157232704,202104361847.79874
V02Q1940178,37.52105313,127.0194561,POINT (127.0194561 37.52105313),V02Q1940178,27.251633986928105,34.30718954248366,15.477777777777778,43.73856209150327,,,27.96732026143791,53.754901960784316,202104356311.1111
V02Q1940161,37.52634275,127.03746140000001,POINT (127.0374614 37.52634275),V02Q1940161,46.17508417508417,69.25252525252525,15.916498316498325,41.73400673400673,,,36.717171717171716,80.37710437710437,202104368868.35016
V02Q1940152,37.50653959,127.0457279,POINT (127.0457279 37.50653959),V02Q1940152,43.75581395348837,70.02616279069767,15.958720930232555,42.46511627906977,,,33.281976744186046,75.6046511627907,202104331866.86047
V02Q1940175,37.52778814,127.04679920000001,POINT (127.0467992 37.52778814),V02Q1940175,32.56495468277946,45.38670694864048,15.23655589123868,44.595166163142,,,28.090634441087612,59.78851963746224,202104346942.29608
V02Q1940149,37.48506055,127.044068,POINT (127.044068 37.48506055),V02Q1940149,33.95185185185185,41.237037037037034,15.708888888888888,44.092592592592595,,,32.870370370370374,60.422222222222224,202104380452.96295
V02Q1940145,37.51402419,127.02168119999999,POINT (127.0216812 37.51402419),V02Q1940145,42.185667752442995,59.1042345276873,15.887947882736166,41.416938110749186,,,36.9413680781759,77.1628664495114,202104354943.97394
V02Q1940313,37.48553586,127.0874273,POINT (127.0874273 37.48553586),V02Q1940313,35.99050632911393,50.09177215189873,15.243354430379743,44.139240506329116,,,29.96518987341772,64.8132911392405,202104336919.9367
V02Q1940309,37.49373877,127.04237420000001,POINT (127.0423742 37.49373877),V02Q1940309,36.95221843003413,49.07849829351536,16.458020477815698,40.77815699658703,,,32.48805460750853,64.13310580204778,202104363853.2423
V02Q1940315,37.48391615,127.0575965,POINT (127.0575965 37.48391615),V02Q1940315,39.583333333333336,52.6025641025641,15.166346153846149,43.967948717948715,,,33.51602564102564,67.70192307692308,202104347686.21796
V02Q1940273,37.51751212,127.03713359999999,POINT (127.0371336 37.51751212),V02Q1940273,40.84177215189873,61.278481012658226,16.550316455696205,39.949367088607595,,,32.35443037974684,71.7120253164557,202104340225.6329
V02Q1940236,37.4881537,127.03941359999999,POINT (127.0394136 37.4881537),V02Q1940236,41.6656346749226,57.13312693498452,15.619195046439645,44.23839009287926,,,35.0,71.60061919504643,202104343040.24768
V02Q1940063,37.51606159,127.0618801,POINT (127.0618801 37.51606159),V02Q1940063,38.95789473684211,53.89122807017544,15.902456140350884,42.03157894736842,,,31.03157894736842,68.6421052631579,202104372771.22806
V02Q1940080,37.51310182,127.0458183,POINT (127.0458183 37.51310182),V02Q1940080,44.37366548042704,64.64056939501779,15.798932384341636,41.45195729537367,,,33.096085409252666,75.35943060498221,202104382918.50534
V02Q1940177,37.50227825,127.05396470000001,POINT (127.0539647 37.50227825),V02Q1940177,40.48148148148148,54.93939393939394,15.319528619528622,42.99326599326599,,,33.111111111111114,69.23232323232324,202104369873.40067
